timestamp,000D6F00029C2AEB,000D6F0003561F98,000D6F0003562DF4,000D6F000353AE48,000D6F00029C2934,000D6F0003562CA8,000D6F0003562D88,000D6F0003562C9D,000D6F00029C1C2B,000D6F0002792D8A,000D6F0002793AA7
1391188643.875272,64.34986041858933,91.874574492235752,0.0,0.0,NULL,0.0,NULL,0.0,0.0,NULL,NULL
1391188644.932235,66.49015344165278,91.874574492235752,0.0,0.0,NULL,0.0,NULL,0.0,0.0,NULL,NULL
1391188646.0646181,66.49015344165278,94.00754783981543,0.0,0.0,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188647.255919,66.49015344165278,91.874574492235752,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188648.4417369,64.34986041858933,94.00754783981543,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188649.717669,66.49015344165278,94.00754783981543,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188650.8366549,66.49015344165278,94.00754783981543,0.0,NULL,0.0,NULL,NULL,0.0,NULL,NULL,NULL
1391188651.9579771,66.49015344165278,94.00754783981543,0.0,NULL,0.0,NULL,NULL,0.0,NULL,NULL,NULL
1391188652.992676,66.49015344165278,94.00754783981543,0.0,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188653.6955061,64.34986041858933,94.00754783981543,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188654.5681901,66.49015344165278,94.00754783981543,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188655.5666289,66.49015344165278,94.00754783981543,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188656.5743001,66.49015344165278,94.00754783981543,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188657.5473771,64.34986041858933,94.00754783981543,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188658.5655689,66.49015344165278,96.140512565223702,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188659.5730231,66.49015344165278,94.00754783981543,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188660.650758,64.34986041858933,96.140512565223702,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188662.0104001,66.49015344165278,94.00754783981543,NULL,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188663.1533589,66.49015344165278,96.140512565223702,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,NULL
1391188664.3103409,64.34986041858933,96.140512565223702,NULL,0.0,NULL,0.0,NULL,0.0,0.0,NULL,NULL
1391188665.3963709,66.49015344165278,96.140512565223702,NULL,NULL,NULL,0.0,NULL,0.0,0.0,NULL,NULL
1391188666.5857279,66.49015344165278,96.140512565223702,NULL,NULL,NULL,0.0,NULL,0.0,NULL,NULL,NULL
1391188667.637502,66.49015344165278,96.140512565223702,NULL,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188668.9529841,66.49015344165278,96.140512565223702,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188670.144419,64.34986041858933,96.140512565223702,0.0,NULL,0.0,NULL,NULL,0.0,NULL,NULL,NULL
1391188671.274334,66.49015344165278,96.140512565223702,0.0,NULL,0.0,NULL,NULL,0.0,NULL,NULL,NULL
1391188672.4146841,64.34986041858933,96.140512565223702,0.0,NULL,0.0,NULL,NULL,0.0,NULL,NULL,NULL
1391188673.557368,66.49015344165278,96.140512565223702,0.0,0.0,0.0,NULL,NULL,0.0,NULL,NULL,NULL
1391188674.435252,64.34986041858933,98.273468668460566,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188675.1259019,66.49015344165278,96.140512565223702,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188676.12549,64.34986041858933,96.140512565223702,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188677.159833,66.49015344165278,98.273468668460566,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188678.143326,64.34986041858933,96.140512565223702,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188679.1531129,64.34986041858933,98.273468668460566,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188680.1361029,66.49015344165278,96.140512565223702,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188681.1299219,64.34986041858933,98.273468668460566,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188682.6048839,66.49015344165278,98.273468668460566,0.0,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188683.6824419,64.34986041858933,96.140512565223702,0.0,NULL,0.0,0.0,NULL,0.0,NULL,NULL,NULL
1391188684.723577,66.49015344165278,98.273468668460566,0.0,NULL,NULL,0.0,NULL,0.0,NULL,NULL,NULL
1391188685.8386919,64.34986041858933,98.273468668460566,0.0,NULL,NULL,0.0,NULL,0.0,NULL,NULL,NULL
1391188686.8691239,66.49015344165278,98.273468668460566,0.0,NULL,NULL,0.0,NULL,0.0,NULL,NULL,NULL
1391188688.0310791,64.34986041858933,98.273468668460566,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188689.2549889,66.49015344165278,96.140512565223702,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188690.3131599,66.49015344165278,98.273468668460566,0.0,0.0,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188691.3287921,64.34986041858933,98.273468668460566,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,NULL
1391188692.347054,66.49015344165278,98.273468668460566,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,NULL
1391188693.357944,64.34986041858933,98.273468668460566,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,NULL
1391188694.3803411,64.34986041858933,100.40641614952602,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188694.95331,68.630438507531295,98.273468668460566,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188695.974303,64.34986041858933,98.273468668460566,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188696.9726641,66.49015344165278,98.273468668460566,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188697.970762,64.34986041858933,98.273468668460566,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188698.9549351,64.34986041858933,100.40641614952602,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188700.3868451,66.49015344165278,98.273468668460566,0.0,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188701.4223909,64.34986041858933,98.273468668460566,0.0,NULL,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188702.4288199,66.49015344165278,100.40641614952602,0.0,NULL,NULL,0.0,NULL,0.0,NULL,NULL,NULL
1391188703.441787,64.34986041858933,98.273468668460566,0.0,NULL,NULL,0.0,NULL,0.0,NULL,NULL,NULL
1391188704.559145,66.49015344165278,98.273468668460566,0.0,NULL,NULL,0.0,NULL,0.0,NULL,NULL,NULL
1391188705.567436,66.49015344165278,100.40641614952602,0.0,NULL,NULL,0.0,NULL,0.0,NULL,NULL,NULL
1391188706.7334869,64.34986041858933,98.273468668460566,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188707.8250189,66.49015344165278,98.273468668460566,0.0,0.0,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188708.9944601,66.49015344165278,100.40641614952602,0.0,0.0,NULL,NULL,NULL,0.0,NULL,NULL,NULL
1391188710.0126591,66.49015344165278,98.273468668460566,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,NULL
1391188711.0617831,64.34986041858933,98.273468668460566,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,NULL
1391188712.127233,66.49015344165278,100.40641614952602,0.0,0.0,0.0,NULL,NULL,0.0,0.0,NULL,NULL
1391188715.876873,64.34986041858933,98.273468668460566,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188716.5665021,66.49015344165278,98.273468668460566,0.0,0.0,0.0,0.0,NULL,0.0,0.0,NULL,NULL
1391188717.8847871,66.49015344165278,100.40641614952602,0.0,0.0,NULL,0.0,NULL,0.0,0.0,NULL,NULL
1391188719.2658629,66.49015344165278,98.273468668460566,0.0,0.0,NULL,0.0,31.682674310882771,0.0,NULL,NULL,NULL
1391188720.309411,64.34986041858933,98.273468668460566,0.0,NULL,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188721.454479,66.49015344165278,98.273468668460566,0.0,NULL,NULL,0.0,31.682674310882771,0.0,NULL,NULL,NULL
1391188722.549526,66.49015344165278,98.273468668460566,0.0,NULL,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188723.608989,64.34986041858933,98.273468668460566,0.0,NULL,NULL,0.0,31.682674310882771,0.0,NULL,NULL,NULL
1391188724.67331,66.49015344165278,100.40641614952602,0.0,NULL,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188725.7694371,66.49015344165278,98.273468668460566,0.0,NULL,0.0,NULL,31.682674310882771,0.0,NULL,NULL,NULL
1391188726.856359,66.49015344165278,98.273468668460566,0.0,NULL,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188727.895287,66.49015344165278,100.40641614952602,0.0,0.0,0.0,NULL,31.682674310882771,0.0,0.0,NULL,NULL
1391188728.9650991,66.49015344165278,98.273468668460566,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188730.0507369,66.49015344165278,98.273468668460566,0.0,0.0,0.0,NULL,31.682674310882771,0.0,0.0,NULL,NULL
1391188753.908087,64.34986041858933,100.40641614952602,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188755.047822,66.49015344165278,98.273468668460566,0.0,0.0,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188756.1545291,64.34986041858933,100.40641614952602,0.0,0.0,NULL,0.0,31.682674310882771,0.0,NULL,NULL,NULL
1391188757.2244251,66.49015344165278,98.273468668460566,0.0,NULL,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188758.3990271,64.34986041858933,98.273468668460566,0.0,NULL,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188759.449219,66.49015344165278,98.273468668460566,0.0,NULL,NULL,0.0,31.682674310882771,0.0,NULL,NULL,NULL
1391188760.5146439,64.34986041858933,98.273468668460566,0.0,NULL,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188761.6521859,66.49015344165278,100.40641614952602,0.0,NULL,NULL,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188762.7443199,64.34986041858933,98.273468668460566,0.0,NULL,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188763.754705,66.49015344165278,98.273468668460566,0.0,0.0,0.0,NULL,31.682674310882771,0.0,0.0,NULL,NULL
1391188764.776994,64.34986041858933,100.40641614952602,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188765.8121791,66.49015344165278,98.273468668460566,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188766.8778191,66.49015344165278,85.47560271646833,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188767.9291451,66.49015344165278,79.07655334115826,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188768.6349461,64.34986041858933,79.07655334115826,0.0,0.0,0.0,0.0,31.682674310882771,0.0,0.0,NULL,NULL
1391188770.000129,66.49015344165278,76.943519638378774,0.0,0.0,NULL,0.0,29.574958353694587,0.0,0.0,NULL,NULL
1391188771.0157969,64.34986041858933,79.07655334115826,0.0,0.0,NULL,0.0,29.574958353694587,0.0,0.0,NULL,NULL
1391188772.113203,66.49015344165278,79.07655334115826,0.0,0.0,NULL,0.0,29.574958353694587,0.0,0.0,NULL,NULL
1391188773.1873169,64.34986041858933,79.07655334115826,0.0,0.0,NULL,0.0,31.682674310882771,0.0,0.0,NULL,NULL
1391188774.306056,64.34986041858933,79.07655334115826,0.0,0.0,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188775.4075539,66.49015344165278,76.943519638378774,0.0,0.0,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188776.5840261,64.34986041858933,79.07655334115826,0.0,NULL,NULL,0.0,31.682674310882771,0.0,NULL,NULL,NULL
1391188777.588675,66.49015344165278,79.07655334115826,0.0,NULL,0.0,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188778.6411791,64.34986041858933,79.07655334115826,0.0,NULL,0.0,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188779.7483771,66.49015344165278,76.943519638378774,0.0,NULL,0.0,0.0,31.682674310882771,0.0,NULL,NULL,NULL
1391188780.7519989,64.34986041858933,79.07655334115826,0.0,NULL,0.0,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188781.8447709,66.49015344165278,79.07655334115826,0.0,NULL,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188782.8767829,64.34986041858933,79.07655334115826,0.0,NULL,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188783.9118559,66.49015344165278,76.943519638378774,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188784.9844999,66.49015344165278,79.07655334115826,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188785.9943271,64.34986041858933,79.07655334115826,0.0,0.0,0.0,NULL,31.682674310882771,0.0,0.0,NULL,NULL
1391188787.0314569,66.49015344165278,79.07655334115826,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188788.113915,66.49015344165278,79.07655334115826,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188789.1253791,64.34986041858933,76.943519638378774,0.0,0.0,NULL,0.0,31.682674310882771,0.0,0.0,NULL,NULL
1391188790.2217569,64.34986041858933,79.07655334115826,0.0,0.0,NULL,0.0,29.574958353694587,0.0,0.0,NULL,NULL
1391188791.3360391,66.49015344165278,79.07655334115826,0.0,0.0,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188792.456069,64.34986041858933,79.07655334115826,0.0,0.0,NULL,0.0,31.682674310882771,0.0,NULL,NULL,NULL
1391188793.5260949,66.49015344165278,76.943519638378774,0.0,0.0,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188794.532804,64.34986041858933,79.07655334115826,0.0,0.0,NULL,0.0,29.574958353694587,2.1775386645354335,NULL,NULL,NULL
1391188795.580373,66.49015344165278,79.07655334115826,0.0,NULL,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188796.6714959,64.34986041858933,79.07655334115826,0.0,NULL,0.0,0.0,31.682674310882771,0.0,NULL,NULL,NULL
1391188797.717052,66.49015344165278,94.00754783981543,0.0,NULL,0.0,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188798.7644341,64.34986041858933,91.874574492235752,0.0,NULL,0.0,0.0,29.574958353694587,0.0,0.0,NULL,NULL
1391188799.7995319,66.49015344165278,89.741592522484694,0.0,NULL,0.0,0.0,31.682674310882771,0.0,0.0,NULL,NULL
1391188800.8613009,64.34986041858933,91.874574492235752,0.0,NULL,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188801.9456451,64.34986041858933,91.874574492235752,0.0,NULL,0.0,NULL,31.682674310882771,0.0,0.0,NULL,NULL
1391188803.0111461,66.49015344165278,91.874574492235752,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188804.0404789,64.34986041858933,91.874574492235752,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188805.0823541,66.49015344165278,89.741592522484694,0.0,0.0,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188806.164793,64.34986041858933,91.874574492235752,0.0,0.0,0.0,NULL,31.682674310882771,0.0,NULL,NULL,NULL
1391188807.3077209,66.49015344165278,89.741592522484694,0.0,0.0,NULL,NULL,29.574958353694587,0.0,NULL,NULL,NULL
1391188808.4088039,66.49015344165278,76.943519638378774,0.0,0.0,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188809.586174,64.34986041858933,79.07655334115826,0.0,0.0,NULL,0.0,31.682674310882771,0.0,NULL,NULL,NULL
1391188810.5883369,66.49015344165278,76.943519638378774,0.0,0.0,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188811.6883831,64.34986041858933,79.07655334115826,0.0,0.0,NULL,0.0,29.574958353694587,0.0,NULL,NULL,NULL
1391188812.7385371,66.49015344165278,79.07655334115826,0.0,NULL,NULL,0.0,31.682674310882771,0.0,0.0,NULL,NULL
1391188813.882472,64.34986041858933,76.943519638378774,0.0,NULL,NULL,0.0,29.574958353694587,0.0,0.0,NULL,NULL
1391188814.8941481,66.49015344165278,79.07655334115826,0.0,NULL,0.0,0.0,31.682674310882771,0.0,0.0,NULL,NULL
1391188815.9097891,66.49015344165278,79.07655334115826,0.0,NULL,0.0,0.0,29.574958353694587,0.0,0.0,NULL,NULL
1391188816.9474859,66.49015344165278,79.07655334115826,0.0,NULL,0.0,0.0,31.682674310882771,0.0,0.0,NULL,NULL
1391188818.0574019,64.34986041858933,76.943519638378774,0.0,NULL,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188819.125967,66.49015344165278,79.07655334115826,0.0,NULL,0.0,NULL,29.574958353694587,0.0,0.0,NULL,NULL
1391188820.183229,64.34986041858933,79.07655334115826,0.0,0.0,0.0,NULL,31.682674310882771,0.0,0.0,NULL,NULL
1391188821.309267,68.630438507531295,76.943519638378774,0.0,0.0,0.0,NULL,35.898081876279178,0.0,NULL,NULL,NULL
1391188822.43855,70.770715616224862,79.07655334115826,0.0,0.0,0.0,NULL,33.790382151744296,0.0,NULL,NULL,NULL
